EmployeeNumber,Department,JobRole,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Attrition,attrition_flag,attrition_probability,risk_decile,risk_band,intervention_priority,risk_explanation
1697,Research & Development,Healthcare Representative,No,Travel_Rarely,10883,1,4,3,4,No,0,0.03650616768881237,9,Low,Monitor,Early tenure
1018,Research & Development,Manufacturing Director,No,Travel_Rarely,5472,8,4,4,3,No,0,0.03648222256963982,9,Low,Monitor,No stock option
422,Research & Development,Healthcare Representative,Yes,Non-Travel,5660,5,3,4,3,No,0,0.03605915926633375,9,Low,Monitor,Works overtime
1986,Sales,Sales Executive,No,Travel_Rarely,5677,11,2,2,3,No,0,0.03602949171750714,9,Low,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap
264,Research & Development,Manager,No,Non-Travel,16792,20,4,1,3,No,0,0.03598183310693381,9,Low,Monitor,Low environment satisfaction; Long promotion gap
574,Research & Development,Manufacturing Director,No,Travel_Rarely,5070,5,4,1,3,No,0,0.035879132502619746,9,Low,Monitor,Low environment satisfaction
1778,Human Resources,Human Resources,No,Travel_Rarely,3539,9,4,2,3,No,0,0.035786351111165286,9,Low,Monitor,Low environment satisfaction; No stock option
2008,Research & Development,Research Scientist,No,Travel_Rarely,5098,10,3,2,3,No,0,0.03578121182502721,9,Low,Monitor,Low environment satisfaction; No stock option
341,Research & Development,Manufacturing Director,No,Travel_Frequently,6434,3,3,1,3,No,0,0.03566239049858807,9,Low,Monitor,Frequent business travel; Low environment satisfaction
138,Research & Development,Research Scientist,No,Travel_Rarely,4809,16,3,1,3,No,0,0.03541978346760879,9,Low,Monitor,Low environment satisfaction; No stock option
1483,Research & Development,Research Scientist,No,Travel_Rarely,4900,12,3,2,2,No,0,0.0348461630417011,9,Low,Monitor,Low environment satisfaction; Low work-life balance
327,Sales,Manager,Yes,Travel_Rarely,16064,17,4,4,3,No,0,0.034731360998806866,9,Low,Monitor,Works overtime
1231,Human Resources,Human Resources,No,Non-Travel,6272,4,1,4,4,No,0,0.03467233151185015,9,Low,Monitor,Low job satisfaction
182,Sales,Sales Executive,No,Travel_Rarely,5902,15,3,4,4,No,0,0.0346182675099333,9,Low,Monitor,Long promotion gap
1618,Research & Development,Manufacturing Director,No,Travel_Rarely,5377,7,1,2,3,No,0,0.03407716789850233,9,Low,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap
734,Human Resources,Manager,No,Travel_Rarely,19189,22,3,4,3,No,0,0.03375877877644665,9,Low,Monitor,No dominant heuristic risk driver
338,Research & Development,Research Scientist,No,Travel_Rarely,2911,2,4,3,2,No,0,0.03373151192758363,9,Low,Monitor,Low work-life balance; Early tenure
947,Sales,Sales Executive,No,Non-Travel,6932,9,3,4,2,No,0,0.03363338377087202,9,Low,Monitor,Low work-life balance
1644,Research & Development,Manager,No,Travel_Frequently,15202,2,4,3,3,No,0,0.03357775699554508,9,Low,Monitor,Frequent business travel; Early tenure
940,Research & Development,Healthcare Representative,Yes,Travel_Rarely,10552,6,2,3,3,No,0,0.033529776768209264,9,Low,Monitor,Works overtime; Low job satisfaction
1097,Research & Development,Research Scientist,No,Travel_Rarely,3660,8,3,3,4,No,0,0.03338771219684854,9,Low,Monitor,No stock option
1060,Research & Development,Research Scientist,No,Travel_Frequently,2821,2,3,3,3,No,0,0.03329539115939369,9,Low,Monitor,Frequent business travel; Early tenure
1937,Research & Development,Research Scientist,Yes,Travel_Frequently,2133,20,2,4,3,No,0,0.03250815604662915,9,Low,Monitor,Works overtime; Frequent business travel; Low job satisfaction
1763,Research & Development,Healthcare Representative,No,Travel_Rarely,5294,7,3,3,3,No,0,0.0323012273075738,9,Low,Monitor,No dominant heuristic risk driver
901,Research & Development,Research Director,No,Travel_Rarely,14275,12,4,4,3,No,0,0.03208786380518005,9,Low,Monitor,No stock option
469,Sales,Sales Executive,No,Non-Travel,4649,4,3,4,2,No,0,0.031840286623575395,9,Low,Monitor,Low work-life balance
32,Research & Development,Manager,No,Travel_Rarely,19094,14,3,3,2,No,0,0.031817827950423566,9,Low,Monitor,Low work-life balance; Long promotion gap
2034,Research & Development,Manufacturing Director,No,Travel_Rarely,13570,20,2,1,3,No,0,0.03179296820702452,9,Low,Monitor,Low job satisfaction; Low environment satisfaction
1696,Research & Development,Laboratory Technician,No,Travel_Rarely,3986,15,4,2,4,No,0,0.031406219903066426,9,Low,Monitor,Low environment satisfaction; Long promotion gap
195,Sales,Sales Executive,No,Travel_Frequently,4668,8,4,4,4,No,0,0.031297327902375806,9,Low,Monitor,Frequent business travel
1249,Research & Development,Research Scientist,No,Travel_Rarely,3760,3,4,1,3,No,0,0.03126235150815007,9,Low,Monitor,Low environment satisfaction
797,Research & Development,Research Scientist,No,Travel_Rarely,3280,4,4,2,3,No,0,0.031242515146245365,9,Low,Monitor,Low environment satisfaction; No stock option
96,Research & Development,Research Scientist,No,Travel_Rarely,6220,10,2,2,3,No,0,0.031179846540688755,9,Low,Monitor,Low job satisfaction; Low environment satisfaction
1888,Research & Development,Manufacturing Director,No,Travel_Rarely,5906,9,4,2,2,No,0,0.030865945172371078,9,Low,Monitor,Low environment satisfaction; Low work-life balance
500,Sales,Sales Executive,No,Travel_Rarely,4936,7,4,3,2,No,0,0.030765257716562577,9,Low,Monitor,Low work-life balance
1666,Research & Development,Research Director,No,Travel_Rarely,17603,14,3,3,3,No,0,0.03074281029104615,9,Low,Monitor,Long promotion gap
599,Sales,Sales Executive,No,Non-Travel,6230,14,4,4,3,No,0,0.03066005207204238,9,Low,Monitor,No stock option
1771,Research & Development,Research Scientist,No,Non-Travel,3055,9,2,4,2,No,0,0.030397027798226586,9,Low,Monitor,Low job satisfaction; Low work-life balance
817,Research & Development,Research Director,No,Travel_Rarely,11691,13,3,3,4,No,0,0.02993842605535836,9,Low,Monitor,No stock option
410,Sales,Manager,No,Travel_Rarely,16015,22,2,4,3,No,0,0.029876230582345335,9,Low,Monitor,Low job satisfaction; No stock option
1595,Research & Development,Manager,No,Travel_Rarely,19613,1,4,4,3,No,0,0.029783794466793446,9,Low,Monitor,Early tenure; No stock option
1217,Research & Development,Research Director,No,Travel_Rarely,19081,4,2,4,3,No,0,0.029739486804053913,9,Low,Monitor,Low job satisfaction
1812,Sales,Sales Executive,No,Travel_Frequently,4127,2,4,3,3,No,0,0.02937359863334512,9,Low,Monitor,Frequent business travel; Early tenure
2037,Sales,Sales Executive,No,Travel_Rarely,8938,5,2,3,3,No,0,0.029121718113651357,9,Low,Monitor,Low job satisfaction
98,Research & Development,Manufacturing Director,No,Travel_Rarely,4424,11,4,3,3,No,0,0.028663439126966474,9,Low,Monitor,No stock option
252,Research & Development,Research Scientist,No,Travel_Rarely,2756,8,2,4,3,No,0,0.02852775403673936,9,Low,Monitor,Low job satisfaction
1845,Sales,Sales Executive,No,Non-Travel,5154,8,3,3,4,No,0,0.02837221205217228,9,Low,Monitor,Long promotion gap
464,Research & Development,Manufacturing Director,No,Travel_Rarely,8095,16,2,3,3,No,0,0.028351379141737652,9,Low,Monitor,Low job satisfaction; No stock option
1472,Research & Development,Research Director,No,Travel_Rarely,16598,9,2,4,2,No,0,0.028274057637239856,9,Low,Monitor,Low job satisfaction; Low work-life balance; Long promotion gap; No stock option
1116,Research & Development,Manager,No,Non-Travel,16885,5,4,1,2,No,0,0.0282684051570858,9,Low,Monitor,Low environment satisfaction; Low work-life balance; No stock option
438,Sales,Sales Executive,No,Travel_Rarely,7547,7,4,4,3,No,0,0.027840984721516665,9,Low,Monitor,No dominant heuristic risk driver
1871,Research & Development,Research Scientist,No,Travel_Rarely,3902,2,4,4,3,No,0,0.027607816701016957,9,Low,Monitor,Early tenure
1422,Research & Development,Research Director,No,Travel_Rarely,17328,20,4,4,2,No,0,0.027226271392893537,9,Low,Monitor,Low work-life balance; Long promotion gap; No stock option
1295,Research & Development,Healthcare Representative,No,Travel_Rarely,7978,10,4,1,3,Yes,1,0.027192443241046704,9,Low,Monitor,Low environment satisfaction
1520,Research & Development,Manager,No,Travel_Frequently,16032,14,4,2,3,No,0,0.027010133829924354,9,Low,Monitor,Frequent business travel; Low environment satisfaction
1829,Research & Development,Healthcare Representative,No,Travel_Rarely,4448,7,1,2,3,No,0,0.02656653730936701,9,Low,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap
421,Research & Development,Research Director,No,Travel_Rarely,12061,10,2,1,3,No,0,0.02650469110286215,9,Low,Monitor,Low job satisfaction; Low environment satisfaction
843,Research & Development,Research Director,No,Travel_Rarely,17159,4,1,2,3,No,0,0.02625173066451278,9,Low,Monitor,Low job satisfaction; Low environment satisfaction
1025,Research & Development,Manufacturing Director,No,Travel_Rarely,5003,2,3,4,3,No,0,0.026125941121971714,9,Low,Monitor,Early tenure; No stock option
77,Research & Development,Manufacturing Director,No,Travel_Rarely,5993,7,3,1,4,No,0,0.025888006534856033,9,Low,Monitor,Low environment satisfaction
76,Research & Development,Laboratory Technician,No,Travel_Rarely,5915,7,4,4,2,No,0,0.025881899829091348,9,Low,Monitor,Low work-life balance
520,Research & Development,Research Director,No,Travel_Rarely,14336,25,2,1,3,No,0,0.02540302752194818,9,Low,Monitor,Low job satisfaction; Low environment satisfaction
544,Research & Development,Research Scientist,No,Travel_Rarely,2654,2,4,1,2,No,0,0.025396617001759825,9,Low,Monitor,Low environment satisfaction; Low work-life balance; Early tenure
1382,Research & Development,Research Scientist,No,Travel_Frequently,2610,4,3,4,3,No,0,0.025341312884737552,9,Low,Monitor,Frequent business travel
1665,Research & Development,Manager,No,Travel_Rarely,17426,10,3,2,3,No,0,0.024987495802659156,9,Low,Monitor,Low environment satisfaction; Long promotion gap
579,Research & Development,Research Scientist,No,Travel_Rarely,2768,7,3,4,3,No,0,0.024862354214558603,10,Low,Monitor,Long promotion gap
1651,Research & Development,Healthcare Representative,No,Travel_Rarely,8008,3,1,2,3,No,0,0.024710623343540912,10,Low,Monitor,Low job satisfaction; Low environment satisfaction
902,Research & Development,Healthcare Representative,No,Travel_Frequently,5562,5,4,4,2,No,0,0.024699298156687845,10,Low,Monitor,Frequent business travel; Low work-life balance
1858,Human Resources,Human Resources,No,Non-Travel,2706,3,4,3,3,No,0,0.023732531461168566,10,Low,Monitor,No dominant heuristic risk driver
1671,Research & Development,Research Scientist,No,Travel_Rarely,5470,9,2,4,2,No,0,0.02373107544216048,10,Low,Monitor,Low job satisfaction; Low work-life balance
26,Research & Development,Manufacturing Director,No,Non-Travel,4011,4,3,1,2,No,0,0.02369135669299832,10,Low,Monitor,Low environment satisfaction; Low work-life balance
94,Research & Development,Research Scientist,No,Travel_Rarely,2703,5,2,3,3,No,0,0.023298314630923897,10,Low,Monitor,Low job satisfaction
1355,Sales,Sales Executive,No,Travel_Rarely,6893,7,1,2,3,No,0,0.022684471729881972,10,Low,Monitor,Low job satisfaction; Low environment satisfaction
1288,Research & Development,Manager,No,Travel_Rarely,19190,25,1,3,2,No,0,0.02262741622457921,10,Low,Monitor,Low job satisfaction; Low work-life balance; Long promotion gap
1655,Research & Development,Research Director,No,Travel_Rarely,16413,4,2,1,3,No,0,0.022316882456977518,10,Low,Monitor,Low job satisfaction; Low environment satisfaction
1225,Research & Development,Research Scientist,No,Travel_Rarely,4541,20,4,4,3,No,0,0.022304449597812255,10,Low,Monitor,Long promotion gap; No stock option
1088,Research & Development,Healthcare Representative,No,Travel_Rarely,8823,19,3,3,2,No,0,0.022241073526106794,10,Low,Monitor,Low work-life balance
1995,Sales,Sales Executive,No,Travel_Rarely,4440,15,2,4,3,No,0,0.021982201540124324,10,Low,Monitor,Low job satisfaction; Long promotion gap
308,Research & Development,Manufacturing Director,No,Non-Travel,4345,5,3,3,3,No,0,0.021842914919330707,10,Low,Monitor,No dominant heuristic risk driver
1707,Research & Development,Research Scientist,No,Travel_Rarely,4401,5,3,3,3,No,0,0.02100827201227991,10,Low,Monitor,No dominant heuristic risk driver
369,Research & Development,Healthcare Representative,No,Non-Travel,4000,6,1,2,3,No,0,0.020791699454610492,10,Low,Monitor,Low job satisfaction; Low environment satisfaction
942,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4014,10,4,4,1,No,0,0.020312767898090726,10,Low,Monitor,Works overtime; Low work-life balance
1375,Research & Development,Healthcare Representative,No,Travel_Rarely,6377,12,3,2,3,No,0,0.02022593805401464,10,Low,Monitor,Low environment satisfaction; Long promotion gap
1192,Research & Development,Laboratory Technician,No,Travel_Rarely,3131,10,4,2,3,No,0,0.019871648858675244,10,Low,Monitor,Low environment satisfaction
340,Research & Development,Research Scientist,No,Travel_Rarely,3920,3,1,3,2,No,0,0.01968943991649569,10,Low,Monitor,Low job satisfaction; Low work-life balance
1976,Research & Development,Research Scientist,No,Non-Travel,4332,20,3,4,3,No,0,0.01954260756912881,10,Low,Monitor,No stock option
638,Research & Development,Research Director,Yes,Travel_Rarely,19502,31,3,4,3,No,0,0.01940706002977394,10,Low,Monitor,Works overtime
1970,Research & Development,Healthcare Representative,No,Travel_Frequently,5968,9,3,4,3,No,0,0.019161855861957677,10,Low,Monitor,Frequent business travel
824,Research & Development,Research Scientist,No,Travel_Rarely,2700,10,3,3,3,No,0,0.019160495412395596,10,Low,Monitor,No dominant heuristic risk driver
869,Human Resources,Human Resources,No,Travel_Rarely,4936,5,4,2,3,No,0,0.019048042794948834,10,Low,Monitor,Low environment satisfaction
1676,Sales,Manager,No,Travel_Rarely,15972,3,2,2,3,No,0,0.01892104545946011,10,Low,Monitor,Low job satisfaction; Low environment satisfaction
1026,Research & Development,Manufacturing Director,No,Travel_Rarely,12742,21,4,4,3,No,0,0.018481550483107154,10,Low,Monitor,Long promotion gap
501,Research & Development,Research Scientist,No,Travel_Rarely,2543,2,3,4,3,No,0,0.01846922414963403,10,Low,Monitor,Early tenure
393,Research & Development,Healthcare Representative,No,Travel_Rarely,5745,2,4,4,3,No,0,0.018452954316373494,10,Low,Monitor,Early tenure
1085,Research & Development,Research Scientist,No,Travel_Rarely,3376,10,3,2,3,No,0,0.018089153314848092,10,Low,Monitor,Low environment satisfaction; No stock option
386,Research & Development,Research Director,Yes,Travel_Rarely,17584,5,3,3,2,No,0,0.017895764887018873,10,Low,Monitor,Works overtime; Low work-life balance
391,Research & Development,Research Scientist,No,Travel_Rarely,2115,17,4,4,3,No,0,0.017559812166910636,10,Low,Monitor,Long promotion gap; No stock option
1334,Research & Development,Manager,Yes,Non-Travel,17861,20,3,3,2,No,0,0.017508733326640418,10,Low,Monitor,Works overtime; Low work-life balance; No stock option
482,Research & Development,Healthcare Representative,No,Travel_Rarely,6755,3,3,4,3,No,0,0.01744719776063221,10,Low,Monitor,No stock option
949,Research & Development,Research Scientist,No,Travel_Rarely,4678,6,4,2,3,No,0,0.017250758517239242,10,Low,Monitor,Low environment satisfaction; No stock option
1830,Research & Development,Research Scientist,No,Travel_Rarely,6854,7,4,4,2,No,0,0.017181334123285125,10,Low,Monitor,Low work-life balance
1627,Research & Development,Laboratory Technician,No,Travel_Rarely,3069,10,3,3,3,No,0,0.017042588836995436,10,Low,Monitor,No dominant heuristic risk driver
1109,Research & Development,Manager,No,Travel_Rarely,17665,22,1,4,3,No,0,0.016883800198079058,10,Low,Monitor,Low job satisfaction; Long promotion gap
380,Research & Development,Research Director,Yes,Non-Travel,13603,5,4,1,3,No,0,0.016686124170146404,10,Low,Monitor,Works overtime; Low environment satisfaction
724,Research & Development,Healthcare Representative,No,Travel_Rarely,7625,9,4,2,2,No,0,0.016663615415011494,10,Low,Monitor,Low environment satisfaction; Low work-life balance; No stock option
2015,Research & Development,Research Director,No,Travel_Rarely,13206,18,3,2,3,No,0,0.016581140803380776,10,Low,Monitor,Low environment satisfaction
807,Research & Development,Healthcare Representative,No,Travel_Frequently,4244,8,2,3,3,No,0,0.016358972857381256,10,Low,Monitor,Frequent business travel; Low job satisfaction
1941,Research & Development,Research Director,No,Travel_Frequently,19161,5,4,2,3,No,0,0.016081682831018622,10,Low,Monitor,Frequent business travel; Low environment satisfaction; Long promotion gap; No stock option
303,Sales,Sales Executive,No,Travel_Rarely,5940,6,1,4,3,No,0,0.01594978767666948,10,Low,Monitor,Low job satisfaction
1344,Research & Development,Healthcare Representative,No,Travel_Rarely,8500,9,4,4,2,No,0,0.01593103322999211,10,Low,Monitor,Low work-life balance
349,Sales,Sales Executive,No,Travel_Rarely,6931,3,4,4,3,No,0,0.015617836895987619,10,Low,Monitor,No dominant heuristic risk driver
